SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.023040268,46,0,54.0,,12,0,0,0,0.0
0,0.355284618,70,0,1.112468408,2373.0,8,0,1,0,1.0
0,0.01549845,46,1,0.297987584,24000.0,5,0,2,0,5.0
0,0.022551992,33,0,0.16789736,10833.0,11,0,2,0,0.0
0,0.956695536,33,0,0.324365872,1300.0,3,0,0,1,2.0
0,0.560244328,57,0,0.548444935,14500.0,10,0,2,0,0.0
0,0.223222551,55,1,0.180174431,4700.0,11,0,0,0,0.0
0,0.694456596,60,1,0.523375308,6908.0,10,0,3,0,1.0
0,0.012699365,80,0,187.0,,2,0,0,0,0.0
0,0.099401004,58,0,3592.0,,14,0,1,0,9.0
0,0.9999999,53,1,0.431198347,4839.0,5,3,1,0,1.0
0,0.097831228,51,0,0.36490282,8900.0,6,0,1,0,0.0
0,0.270948757,68,0,0.994357639,4607.0,16,0,2,0,0.0
0,0.146955043,68,0,0.507310345,7249.0,14,0,2,0,0.0
0,0.0,44,0,0.634773295,2800.0,6,0,2,0,1.0
0,0.0,67,0,0.010143457,6900.0,7,0,0,0,0.0
0,0.452551854,29,0,0.274261227,11200.0,9,0,2,0,0.0
0,0.320795143,26,0,0.099875156,800.0,3,0,0,0,0.0
0,0.011591895,88,0,0.00056243,5333.0,2,0,0,0,0.0
0,0.042247888,59,0,0.294095454,5300.0,5,0,2,0,0.0
0,0.018499538,58,0,0.074561404,14591.0,3,0,1,0,0.0
0,0.270722574,59,0,0.262355545,12200.0,12,0,2,0,3.0
0,0.109278443,54,0,1370.0,,5,0,1,0,0.0
0,0.147616813,56,0,0.441958495,3083.0,8,0,1,0,0.0
0,0.135039316,41,0,0.033693489,7033.0,3,0,0,0,1.0
0,0.029751814,81,0,0.319148936,140.0,8,0,0,0,0.0
0,0.069694373,32,0,0.132641292,2600.0,2,0,0,0,0.0
0,0.014466184,74,0,0.082187295,3053.0,2,0,0,0,0.0
0,0.082927091,60,0,138.0,,7,0,0,0,0.0
0,0.025265824,61,0,0.115098322,9000.0,16,0,2,0,0.0
0,0.922781111,29,4,0.21092969,3000.0,7,0,0,0,0.0
0,0.609092727,56,1,715.0,,5,0,0,0,0.0
0,0.322570566,31,1,0.164353137,1800.0,7,0,0,0,1.0
0,0.023553811,58,0,0.240662651,6639.0,11,0,2,0,0.0
0,0.221990348,35,0,0.66568915,3750.0,10,0,2,0,0.0
0,0.228107387,53,0,284.0,,6,0,1,0,1.0
1,0.0,36,0,0.747061208,2466.0,5,2,1,0,0.0
0,0.435809126,55,1,0.380973386,6800.0,25,1,1,1,2.0
0,0.430116569,56,3,4761.0,,6,0,2,0,0.0
0,0.0,57,0,0.111831054,8333.0,19,0,1,0,0.0
0,0.842137431,57,0,0.284242823,4562.0,9,0,1,0,0.0
0,0.225514829,46,0,0.395975057,10583.0,15,0,2,0,3.0
0,0.046875548,46,1,0.335634373,4200.0,6,0,1,0,0.0
0,0.119554288,63,0,0.290696744,12500.0,16,0,1,0,0.0
0,0.156892155,51,0,1692.0,,4,0,1,0,0.0
0,0.033457249,63,0,7331.0,,12,0,3,0,0.0
0,0.100789798,76,0,0.034280817,7000.0,2,0,0,0,0.0
0,0.046189182,51,0,0.340297252,7131.0,5,0,1,0,2.0
0,0.561134622,31,0,0.117191944,8788.0,3,0,0,0,4.0
0,0.0,40,0,0.330556481,3000.0,8,0,1,0,0.0
0,0.272929282,33,0,0.4252812,5600.0,7,0,1,0,2.0
0,0.79274139,52,1,0.190546529,8800.0,8,0,0,0,0.0
1,0.9999999,45,0,309.0,,4,1,0,4,0.0
0,0.0,70,0,0.0,2500.0,1,0,0,0,0.0
0,0.048811483,49,0,0.454463154,5522.0,3,0,1,0,2.0
1,0.846307385,26,0,561.0,,7,0,0,0,0.0
0,0.45625729,35,0,0.589138782,3645.0,4,0,1,0,2.0
0,0.165513452,77,0,0.477237397,4502.0,21,0,1,0,0.0
0,0.033035349,54,0,0.647583133,5833.0,10,0,2,0,1.0
0,0.401344595,55,0,0.086184718,7773.0,15,0,0,0,0.0
0,0.0,48,0,0.552952202,3200.0,4,0,1,0,1.0
0,0.562770462,50,0,0.123812698,6000.0,6,0,0,0,1.0
0,0.508090419,62,0,2746.0,,4,0,1,0,0.0
0,0.96660334,61,1,0.350549817,3000.0,4,0,1,0,0.0
0,0.9999999,46,0,0.4455081,2715.0,5,0,1,0,3.0
0,0.188844858,61,3,0.624159707,4908.0,11,0,3,0,0.0
0,0.195648438,67,0,0.237617745,3290.0,9,0,0,0,1.0
0,0.087562869,52,0,211.0,,12,0,0,0,0.0
0,0.040930888,66,0,60.0,,9,0,0,0,
0,0.752779809,45,0,0.27857266,5800.0,6,0,0,0,0.0
0,0.052419771,64,0,0.210611365,7425.0,20,0,1,0,1.0
0,0.396951128,56,0,0.245596731,14193.0,15,0,2,0,0.0
0,0.904087673,62,0,0.395005097,3923.0,8,0,2,0,0.0
0,0.340258502,54,0,0.955121084,4500.0,12,0,1,0,1.0
0,0.40512932,27,1,0.183376178,3500.0,5,0,0,0,1.0
0,0.827151013,56,1,0.219974716,8700.0,8,0,0,1,1.0
0,0.054098648,34,0,0.370148168,11000.0,9,0,2,0,1.0
0,0.085725714,64,0,6114.0,,9,0,3,0,0.0
0,0.065144675,65,0,82.0,,3,0,0,0,
1,0.9999999,51,4,0.513948605,10000.0,13,0,3,1,3.0
0,0.093456934,68,0,948.0,,9,0,1,0,0.0
0,0.020504755,60,0,41.0,,6,0,0,0,0.0
0,0.690776809,60,4,0.662095565,14000.0,21,0,4,0,2.0
0,0.410445553,34,0,0.210090763,7491.0,6,0,0,0,0.0
0,0.056274651,51,0,30.0,,1,0,0,0,0.0
0,0.914600365,49,2,0.291295186,6168.0,11,0,1,1,1.0
1,0.9999999,39,1,0.20853565,3912.0,3,1,0,0,2.0
0,0.692830717,44,0,0.529277349,3500.0,4,0,1,0,3.0
0,0.562951118,56,0,0.281635374,9000.0,13,0,0,0,0.0
0,3.722981914,59,0,0.117736892,13750.0,8,0,0,0,0.0
0,0.059342781,40,0,0.016309562,3126.0,4,0,0,0,0.0
0,0.238909284,80,0,0.351248164,6809.0,18,0,1,0,1.0
0,0.486799111,75,4,3431.0,,14,0,1,0,1.0
0,0.880699702,57,0,0.407086296,17300.0,13,0,2,0,1.0
0,0.017458301,36,0,0.130174564,4009.0,4,0,0,0,2.0
0,0.005099898,62,0,7.0,,3,0,0,0,0.0
0,0.025049151,51,0,0.263076126,5792.0,9,0,1,0,3.0
0,0.022563232,57,0,0.009373828,8000.0,9,0,0,0,0.0
0,0.025347364,34,0,0.292905272,7568.0,8,0,1,0,3.0
0,0.021043112,41,0,528.0,,10,0,0,0,0.0
0,0.852049317,39,0,0.107639431,6400.0,5,1,0,0,1.0
0,0.180214092,50,0,0.656214497,4400.0,13,0,3,0,2.0
0,0.014192575,35,0,0.06427379,2395.0,4,0,0,0,0.0
0,0.9999999,26,0,0.141021064,2800.0,2,0,0,0,0.0
0,0.524515119,52,0,0.435931308,1513.0,12,0,1,0,3.0
0,0.9999999,26,0,0.30487297,2400.0,5,0,0,0,1.0
0,0.186531942,76,0,0.255441314,7488.0,16,0,2,0,0.0
0,0.013041194,68,0,0.459343795,700.0,8,0,0,0,0.0
0,0.267305855,54,0,0.389169344,4357.0,6,0,1,0,0.0
0,0.9999999,49,0,0.297996272,8583.0,4,0,3,0,0.0
0,0.530551966,71,0,0.412319921,4025.0,11,0,0,0,1.0
0,0.063103941,68,0,209.0,,3,0,1,0,0.0
0,0.03502676,50,0,0.124784854,4647.0,16,0,0,0,0.0
0,0.02215552,62,0,0.31596674,9500.0,6,0,2,0,1.0
0,0.463381795,69,1,2674.0,,10,0,1,0,0.0
0,0.004930864,29,0,2900.0,,8,0,2,0,0.0
0,0.857555143,27,0,0.128884826,4375.0,5,0,0,1,0.0
0,0.9999999,22,98,0.0,,0,98,0,98,0.0
0,0.0,66,0,1.0,,3,0,0,0,
0,0.129838863,71,0,0.343620952,4600.0,12,0,0,0,2.0
0,0.235685399,45,0,0.499924254,6600.0,10,0,2,0,0.0
0,0.518888511,36,0,2992.0,,21,0,0,0,0.0
0,0.079867247,79,0,0.017094017,3509.0,3,0,0,0,0.0
0,0.000306117,60,0,392.0,,7,0,0,0,0.0
0,0.116796282,52,0,0.55368843,12972.0,31,0,3,0,0.0
0,0.178321644,56,0,1.201859628,3333.0,30,0,2,0,0.0
0,0.0,83,0,1.0,,10,0,0,0,
0,0.257645196,56,0,0.214715589,5150.0,4,0,1,0,0.0
0,0.009773795,72,0,0.750208299,6000.0,22,0,2,0,1.0
0,0.093864164,63,0,0.318925552,7333.0,11,0,1,0,0.0
0,0.143171366,82,0,0.006997667,3000.0,3,0,0,0,0.0
0,0.010559846,70,1,0.282226266,6593.0,29,0,1,0,0.0
0,0.925297498,50,0,0.441171219,5600.0,19,0,2,0,0.0
0,0.042212442,63,0,0.007763975,7083.0,7,0,0,0,2.0
0,0.022871837,56,0,0.437804878,4919.0,11,0,2,0,1.0
0,0.174312522,37,0,0.268626796,2992.0,8,0,1,0,3.0
0,0.133476692,66,0,0.349222798,3859.0,10,0,1,0,0.0
0,0.198773497,52,0,0.348192897,9600.0,3,0,1,0,2.0
0,0.317068293,74,0,0.011399088,8333.0,3,0,0,0,0.0
0,0.241312697,48,0,0.345003287,6083.0,14,0,2,0,1.0
0,0.303523548,39,0,0.381197056,7200.0,10,0,1,0,3.0
0,0.0,81,0,32.0,,8,0,0,0,0.0
1,0.9999999,58,98,0.0,2500.0,0,98,0,98,0.0
0,0.561142352,60,0,0.533223201,5447.0,13,0,1,0,0.0
0,0.039191284,61,0,0.172273409,14000.0,13,0,0,0,1.0
1,0.75669905,47,2,0.730104502,4975.0,9,0,2,0,0.0
1,0.9999999,56,3,0.817197134,6000.0,5,1,2,0,1.0
0,0.066742541,25,0,0.662606577,820.0,5,0,0,0,0.0
0,0.053995846,50,0,29.0,,2,0,0,0,0.0
0,0.595296612,32,0,608.5,1.0,5,0,0,0,0.0
0,0.006731879,81,0,0.003715937,2421.0,9,0,0,0,0.0
0,0.867516053,60,0,0.376910017,5300.0,7,1,0,0,0.0
0,0.222643588,40,0,0.050082602,11500.0,4,0,1,0,2.0
1,0.315786384,48,2,0.504326091,5200.0,12,1,1,1,2.0
0,0.039569544,86,0,24.0,,5,0,0,0,
0,0.022664222,68,0,0.016793283,2500.0,7,0,0,0,0.0
0,0.9999999,75,0,0.117647059,4300.0,2,0,0,0,0.0
0,0.204138143,52,0,1036.0,,3,0,1,0,0.0
0,0.737377104,37,0,0.879567915,4350.0,9,0,2,0,3.0
0,0.371729807,57,0,0.489450305,10805.0,12,0,1,0,0.0
0,0.311684845,53,0,0.498000229,8750.0,11,0,2,0,2.0
0,0.0,32,0,0.058840331,3500.0,2,0,0,0,2.0
1,0.9999999,57,98,0.022840119,3020.0,0,98,0,98,0.0
0,0.191116416,45,0,0.600615227,3900.0,10,0,0,0,0.0
0,0.145134948,45,0,0.587820929,32366.0,12,0,6,0,3.0
0,0.065096745,84,0,0.035982009,2000.0,8,0,0,0,0.0
0,0.9999999,61,0,0.0,5116.0,0,0,0,0,0.0
0,0.014199053,53,0,0.34218525,6250.0,3,0,1,0,3.0
0,0.209101258,71,0,0.121893839,6800.0,9,0,1,0,0.0
0,0.123855274,59,0,0.260879002,9214.0,11,0,1,0,0.0
1,0.936877076,48,1,8.0,,5,1,0,0,0.0
0,0.230629242,61,0,2621.0,,10,0,2,0,0.0
0,0.261934516,58,0,0.505432746,2668.0,4,0,2,0,1.0
0,0.02849715,63,0,0.137823372,2241.0,2,0,0,0,0.0
0,0.052697365,70,0,1036.0,,5,0,1,0,0.0
0,0.069026094,70,0,0.013028199,11666.0,5,0,0,0,0.0
0,0.426692473,61,0,3542.0,,12,0,2,0,1.0
0,0.255492412,58,0,0.233741301,12500.0,11,0,2,0,1.0
0,0.40369633,56,1,0.276004218,10430.0,8,0,1,0,0.0
0,0.35638314,45,0,0.508621939,6900.0,7,0,2,0,0.0
0,0.716566866,21,0,0.086378738,300.0,2,0,0,0,0.0
1,0.947442636,28,2,0.271970012,2400.0,7,0,0,0,1.0
0,0.9999999,42,0,0.463774912,4264.0,3,0,1,0,1.0
0,0.422467288,51,0,0.430760499,1761.0,10,0,0,0,2.0
0,0.248772608,57,0,0.274230103,7500.0,7,0,1,0,0.0
0,0.146632383,63,0,1848.0,,8,0,1,0,0.0
0,0.070795989,79,0,394.0,,10,0,0,0,
0,0.022165103,58,2,0.226396917,9341.0,13,0,1,0,1.0
0,0.32938915,43,0,0.732544996,11500.0,13,0,3,0,2.0
0,0.27522463,44,0,0.110907577,12009.0,8,0,0,0,0.0
0,0.464088398,70,0,0.214398043,11445.0,16,0,2,0,1.0
0,0.09221289,71,0,125.0,,5,0,0,0,0.0
0,0.133613717,43,1,0.421048246,12000.0,14,0,3,1,2.0
0,0.0,90,0,0.0,,4,0,0,0,0.0
0,0.120667092,70,0,378.0,,8,0,0,0,0.0
0,0.066623334,63,0,1019.0,,6,0,0,0,0.0
0,0.123168766,58,0,3375.0,,24,0,3,0,0.0
0,0.004885644,39,0,0.860530476,5692.0,16,0,2,0,0.0
0,0.9999999,67,0,1.499092559,550.0,3,0,1,1,0.0
1,0.992403039,22,0,0.029588165,2500.0,1,0,0,0,0.0
0,0.0,71,0,687.0,,8,0,1,0,0.0
0,0.178592421,47,0,0.233776622,10000.0,9,0,2,0,0.0
0,0.06910538,45,0,0.463907219,5000.0,12,0,3,0,2.0
0,0.040401735,66,0,1710.0,,8,0,1,0,2.0
0,0.218356179,53,0,0.180142006,8731.0,9,0,0,0,3.0
0,0.969335378,81,0,2647.0,,10,0,1,0,0.0
0,0.072690911,47,0,0.271189048,6500.0,11,0,2,0,0.0
0,0.028443812,61,0,0.269230769,4471.0,6,0,1,0,0.0
0,0.040351992,47,0,0.608442099,3600.0,7,0,2,0,2.0
0,0.054860177,68,0,0.107435508,6589.0,5,0,1,0,0.0
0,0.258491642,76,0,0.363506517,5600.0,14,0,1,0,0.0
0,0.9999999,47,0,0.220885467,2077.0,6,0,0,0,0.0
0,0.403074646,55,0,0.491286307,15664.0,13,0,2,0,0.0
0,0.195689513,45,0,0.616860308,3700.0,8,0,1,0,2.0
0,0.031035948,57,0,0.33463878,12000.0,20,0,2,0,0.0
0,0.30324175,37,0,0.49996961,16452.0,18,0,3,0,2.0
0,0.900219956,28,0,0.065278758,2833.0,3,0,0,0,1.0
0,0.062493991,49,0,0.477696217,7083.0,7,0,3,0,3.0
0,0.015490672,64,1,1034.0,,7,0,1,0,0.0
0,0.66832302,48,0,0.673579735,13500.0,16,0,3,0,2.0
0,0.00461437,58,1,0.420150462,10500.0,20,0,3,0,0.0
0,0.187003754,50,0,0.587661546,4100.0,5,0,1,0,0.0
0,0.031828305,62,0,0.376435045,3309.0,11,0,1,0,0.0
0,0.027763617,60,0,0.511484402,2916.0,9,0,1,0,0.0
0,0.295722446,48,0,0.48621249,9863.0,15,0,3,0,0.0
0,0.0,51,0,0.339732054,5000.0,8,0,1,0,0.0
0,0.003349833,52,0,4811.0,,11,0,3,0,0.0
1,1.009840943,57,1,0.31874853,4250.0,4,5,0,0,1.0
0,0.9999999,25,0,0.0,,1,0,0,0,0.0
0,0.085025702,42,0,0.365368281,8240.0,12,0,1,0,2.0
0,0.0,61,1,0.305625694,9900.0,8,0,1,0,3.0
0,0.008473238,63,0,0.254913076,5291.0,9,0,1,0,0.0
0,0.0,30,0,183.0,,4,0,0,0,0.0
0,0.113246368,49,0,0.426743832,3282.0,11,0,2,0,0.0
0,0.964452344,38,0,0.504557483,3400.0,5,0,2,0,2.0
0,0.104566608,53,0,0.1433213,2769.0,9,0,0,0,1.0
0,0.780260939,69,0,4708.0,,21,0,1,0,0.0
0,0.771245751,35,0,0.327131352,3600.0,8,0,2,0,0.0
0,0.389154092,49,0,0.541322934,6666.0,12,0,3,0,0.0
0,0.044075395,53,0,0.396587265,8731.0,16,0,2,0,0.0
0,0.019268819,81,0,0.022535211,1419.0,16,0,0,0,0.0
0,0.206259087,63,0,0.140610775,12082.0,12,0,2,0,1.0
0,0.294067648,77,0,0.160427807,4300.0,5,0,0,0,0.0
0,0.016344221,41,0,0.006493506,2771.0,5,0,0,0,4.0
0,0.049802837,61,0,0.529720039,7250.0,10,0,2,0,0.0
0,0.035964036,21,0,0.00116144,860.0,2,0,0,0,0.0
1,0.296703297,32,2,0.262315943,5500.0,10,1,0,0,2.0
0,0.029290088,59,0,0.070388738,6250.0,7,0,0,0,1.0
0,0.66189968,64,1,0.277611652,10366.0,11,1,1,0,0.0
0,0.004652123,73,0,0.003790489,2901.0,10,0,0,0,0.0
0,0.843352179,40,0,0.76619628,6235.0,7,0,2,0,2.0
0,0.004864137,65,0,0.119211168,4512.0,11,0,1,0,0.0
0,0.010060822,63,0,0.20499461,5565.0,11,0,1,0,0.0
1,0.9999999,28,1,0.252291576,2290.0,5,2,0,0,1.0
0,0.9999999,46,0,2.0,,1,0,0,0,0.0
0,0.058529422,63,0,0.014843987,3300.0,4,0,0,0,1.0
0,0.326146058,70,0,0.74652029,5100.0,14,0,2,0,0.0
0,0.080156794,75,0,0.005538121,10833.0,4,0,0,0,0.0
0,0.0,64,0,710.0,,3,0,1,0,0.0
0,0.020939994,73,0,534.0,,4,0,1,0,
1,0.722951803,29,1,0.353021354,2200.0,8,0,0,0,1.0
0,0.193182951,57,0,0.200782269,2300.0,7,0,0,0,0.0
0,0.404079796,45,0,0.386709737,6500.0,5,0,1,0,4.0
0,0.000405974,54,0,0.0,6416.0,2,0,0,0,0.0
0,0.011551807,50,0,0.16575936,9000.0,16,0,1,0,2.0
0,0.9999999,63,0,11.0,,2,0,0,0,0.0
0,0.023074675,73,2,0.535227535,4328.0,13,0,1,0,0.0
0,0.269958468,44,0,0.175830638,3400.0,6,0,0,0,2.0
1,0.9999999,21,0,307.0,,0,0,0,0,
0,1.088631985,36,1,1.406144334,10350.0,20,0,10,0,0.0
0,0.091111855,44,0,0.016882386,5330.0,4,0,0,0,2.0
0,0.004562357,75,0,70.0,,5,0,0,0,
0,0.290576783,60,0,1.325851393,2583.0,15,0,2,0,1.0
0,0.123441753,47,0,3243.0,,14,0,3,0,0.0
0,0.420257131,45,1,346.0,,5,0,0,0,0.0
0,1.0408754,56,0,0.44183078,5483.0,13,0,1,0,0.0
0,0.9999999,29,0,974.0,,2,0,0,0,0.0
0,0.512928229,28,0,0.296064959,1600.0,7,0,0,0,2.0
0,0.003132467,53,0,0.178318473,12000.0,4,0,1,0,3.0
0,0.063159342,42,0,0.11262198,6250.0,4,0,1,0,0.0
0,0.128697956,64,0,0.421830005,10764.0,10,0,3,0,1.0
0,0.417097553,27,0,0.130235602,4583.0,5,0,0,0,1.0
0,0.160542855,41,0,0.180370741,13000.0,12,0,0,0,2.0
0,0.004482449,69,0,2336.0,,6,0,1,0,0.0
0,0.014992415,66,0,0.136602452,4567.0,10,0,1,0,1.0
0,0.03469653,55,0,0.001660854,6020.0,2,0,0,0,1.0
0,0.031232446,81,0,30.0,,6,0,0,0,0.0
0,0.004165799,33,0,200.0,0.0,7,0,0,0,2.0
0,0.018377539,43,0,0.007374078,8000.0,12,0,0,1,3.0
0,0.47700107,72,0,0.502540567,6100.0,9,0,1,0,1.0
0,0.121515139,59,0,0.147512109,4541.0,5,0,1,0,0.0
0,0.005618869,77,0,0.214637579,4262.0,9,0,1,1,0.0
0,0.074892511,54,0,0.012495537,2800.0,5,0,0,0,3.0
0,0.193163565,84,0,0.910071942,833.0,11,0,0,0,0.0
0,0.885087763,53,1,0.357101849,8708.0,6,0,2,0,0.0
0,0.060205825,27,0,0.213865676,3230.0,7,0,0,0,0.0
0,0.212923125,59,1,3299.0,,9,0,2,0,1.0
0,0.060183391,53,0,0.089756834,25167.0,6,0,2,0,1.0
0,0.156131705,52,0,0.126012756,5800.0,5,0,0,0,1.0
0,0.9999999,34,0,0.307057154,7750.0,4,0,1,0,1.0
0,0.052303669,60,0,3833.0,,5,0,2,0,1.0
0,0.797485163,44,0,0.151808032,6000.0,8,0,0,0,0.0
0,0.11397067,35,0,0.667821846,7790.0,16,0,7,0,0.0
0,0.9999999,43,1,0.900915903,1200.0,2,1,1,0,0.0
0,0.003562797,85,0,0.141464104,7075.0,17,0,1,0,0.0
0,0.181638176,35,0,0.566385505,3200.0,11,0,1,0,3.0
0,0.049647518,37,0,0.511641194,7000.0,7,0,2,0,0.0
0,0.025859681,50,0,0.340332697,11000.0,12,0,2,0,3.0
0,0.01013902,30,0,0.00279888,2500.0,4,0,0,0,0.0
0,0.092976268,68,0,81.0,,7,0,0,0,0.0
0,0.020633811,49,0,0.278921641,6750.0,12,1,0,0,4.0
0,0.0,43,0,0.312949986,10416.0,5,0,3,0,3.0
0,0.015618778,47,0,0.317473011,2500.0,8,0,0,0,2.0
1,0.20842108,46,2,0.395489842,9400.0,12,0,3,0,1.0
0,0.031117511,60,0,0.454688525,7624.0,5,0,2,0,0.0
0,0.271854296,32,0,0.161674518,11250.0,9,0,0,0,2.0
1,0.074438202,61,0,0.306088865,14583.0,12,0,4,0,0.0
0,0.132986088,55,0,0.741876846,4400.0,11,0,4,0,0.0
0,0.048996231,66,0,0.022698613,792.0,4,0,0,0,0.0
1,1.857819905,43,1,0.017697081,4350.0,1,0,0,0,2.0
0,0.0,57,0,0.19012954,26786.0,8,0,1,0,3.0
0,0.022020589,43,0,2.499445061,900.0,10,0,2,0,2.0
0,0.791683327,29,0,0.138145315,4183.0,5,0,0,0,0.0
0,0.39513902,44,1,0.361081946,20000.0,11,0,2,0,3.0
0,0.041552001,75,0,45.0,,7,0,0,0,0.0
0,0.09412941,59,0,2263.0,,3,0,1,0,
0,0.024734466,81,0,0.007323944,5324.0,8,0,0,0,0.0
0,0.9999999,53,0,0.0,3700.0,1,0,0,0,1.0
0,0.456154172,48,0,0.03124566,7200.0,1,0,0,0,2.0
0,0.285591298,41,0,0.746659945,3966.0,11,0,2,0,4.0
0,0.062293771,35,0,1130.0,,4,0,1,0,0.0
0,0.380992278,61,0,0.409832693,14583.0,20,0,1,0,2.0
0,0.066286186,38,0,0.187007496,15608.0,20,0,1,0,0.0
0,0.304914798,53,0,0.328474967,12143.0,17,0,3,0,0.0
0,0.012682196,41,0,0.120621543,7593.0,8,0,1,0,0.0
0,0.457699586,49,0,0.535092981,5000.0,12,0,1,0,3.0
0,0.880627984,45,0,0.411248504,15041.0,6,0,2,0,1.0
0,0.237288136,49,0,0.305275186,5250.0,5,0,2,0,1.0
0,0.001439358,59,0,0.276144771,5000.0,9,0,1,0,0.0
0,0.367768445,33,0,0.120185794,5166.0,6,0,0,1,0.0
0,0.9999999,33,0,1.087982404,5000.0,5,0,4,0,0.0
0,0.002549873,85,0,1.0,,2,0,0,0,
0,0.86155976,59,0,0.116463737,5666.0,4,0,0,0,1.0
0,0.334309666,52,1,0.777712438,3400.0,8,0,2,0,0.0
0,0.9999999,58,3,6.586551681,8000.0,15,1,1,1,0.0
1,0.9999999,54,0,0.0,,0,0,0,0,0.0
0,0.00413147,77,0,0.389662416,20468.0,10,0,3,0,0.0
0,0.097266832,81,0,0.004548094,10333.0,3,0,0,0,0.0
0,0.08625688,67,0,0.365132264,4800.0,9,0,1,0,0.0
0,0.300336333,50,0,0.641199572,2800.0,5,0,1,0,0.0
0,0.0,38,0,0.0,,1,0,0,0,
0,0.125823247,52,0,0.180296811,9500.0,4,0,1,0,2.0
0,0.969104952,43,0,0.202851762,3716.0,1,0,0,0,0.0
0,0.03078371,83,0,0.059418458,790.0,3,0,0,0,0.0
0,0.022746003,62,0,0.004204625,2853.0,3,0,0,0,1.0
0,0.000254624,65,0,1682.0,,13,0,2,0,0.0
0,0.118289494,35,0,548.0,,6,0,1,0,0.0
0,0.270065566,44,0,0.483103379,5000.0,14,0,1,0,1.0
0,0.148071524,71,0,0.179985001,12000.0,9,0,1,0,0.0
0,0.584187018,35,0,0.226580591,14250.0,5,0,2,0,0.0
0,0.9999999,43,0,0.0,6200.0,0,0,0,0,0.0
0,0.055194996,43,0,0.011710205,7770.0,7,0,0,0,0.0
0,0.198559148,55,2,0.77991453,6083.0,12,0,2,0,2.0
0,0.018280515,91,0,39.0,0.0,7,0,0,0,0.0
0,0.003050207,61,0,0.255265929,7595.0,15,0,2,0,0.0
0,0.0,51,0,0.0,5053.0,2,0,0,0,0.0
0,0.0,37,0,0.184027338,7900.0,5,0,1,0,5.0
0,0.009320087,70,0,0.313623188,3449.0,7,0,1,0,1.0
0,1.28742515,40,1,0.075517334,3720.0,2,3,0,0,1.0
0,0.300662226,64,0,0.311384088,7000.0,11,0,1,0,0.0
0,0.272482616,45,0,0.110750983,14500.0,7,0,0,0,3.0
0,0.069138298,46,1,0.434596855,11000.0,12,0,1,0,0.0
0,0.089103656,47,0,0.357630273,6447.0,12,0,1,0,0.0
0,0.25454909,75,0,0.802158273,1667.0,10,0,1,0,0.0
0,0.034208615,70,0,2293.0,,9,0,1,0,0.0
1,0.30801787,57,0,0.175508721,13759.0,9,0,2,0,1.0
0,0.0,94,0,0.0,10000.0,2,0,0,0,1.0
0,0.324655331,56,0,0.340049342,7295.0,11,0,2,0,0.0
1,0.0,51,0,0.093255772,5500.0,6,0,0,0,0.0
0,0.161511768,73,3,1.22668985,4600.0,19,2,2,1,0.0
0,0.090522114,67,0,0.225216646,10500.0,19,0,2,0,0.0
0,0.175409184,67,0,0.702510553,4500.0,22,0,2,0,0.0
1,0.839993606,34,1,0.139459709,4330.0,6,0,0,0,0.0
0,0.058564715,63,0,56.0,,4,0,0,0,0.0
0,1.006371247,60,0,0.293594111,9100.0,5,0,1,0,0.0
0,0.047622437,60,0,0.020616431,9700.0,8,0,0,0,2.0
0,0.158087435,61,0,0.130859809,4500.0,13,0,0,0,0.0
0,0.055874809,44,0,0.128881561,10916.0,5,0,1,0,3.0
0,0.037701948,44,0,0.058848736,7000.0,5,0,0,0,0.0
0,0.021554598,66,0,1097.0,,4,0,1,0,0.0
0,0.633710403,41,0,0.184277905,14450.0,9,0,0,0,3.0
0,0.009077403,66,0,0.2292,7499.0,7,0,1,0,1.0
1,0.600470035,37,0,0.151017494,2800.0,5,0,0,0,0.0
0,0.041628331,66,0,0.011712612,7000.0,6,0,0,0,0.0
0,0.0,50,0,0.378817014,13000.0,6,0,2,0,4.0
0,0.846388267,42,0,0.194333599,5011.0,6,0,0,0,0.0
0,0.059836435,71,0,0.73742086,3000.0,24,0,2,1,0.0
0,0.017425882,86,1,8.0,,6,0,0,0,
0,0.144715849,47,0,0.032928943,7500.0,5,0,0,0,1.0
0,0.207652823,81,0,0.009237216,10500.0,4,0,0,0,0.0
0,1.008739076,50,1,0.62927299,4153.0,7,2,1,1,1.0
0,0.219154135,39,0,0.094458988,9167.0,5,0,0,0,0.0
0,0.023855819,42,0,765.0,,8,0,1,0,1.0
0,0.029724257,72,0,1.967140484,5416.0,13,0,7,0,1.0
0,0.42585341,51,1,0.381485951,5800.0,14,0,0,0,3.0
0,0.019147138,85,0,1767.0,,21,0,1,0,0.0
1,1.083075804,62,1,0.524135961,3500.0,9,0,0,0,1.0
0,0.000799947,84,0,0.0,,7,0,0,0,
0,0.223591854,41,0,0.643197459,11333.0,14,0,7,0,0.0
0,0.074210997,58,0,0.536526367,6200.0,12,0,2,0,0.0
0,0.082017485,39,0,0.009845397,13000.0,4,0,0,0,3.0
0,0.9999999,49,0,0.204955444,4600.0,2,1,0,0,1.0
